100_Independent0165,-846
100_Independent0166,-1231
100_Independent0167,-1181
100_Independent0168,-1202
100_Independent0169,-1185
100_Independent0170,-2134
100_Independent0171,-2263
100_Independent0172,-2508
100_Independent0173,-2069
100_Independent0174,-2717
100_Independent0175,-2132
100_Independent0176,-2205
100_Independent0177,-2365
100_Independent0178,-1752
100_Independent0179,-2354
100_Independent0180,1240
100_Independent0181,1295
100_Independent0182,1124
100_Independent0183,1207
100_Independent0184,1335
100_Independent0185,1317
100_Independent0186,1260
100_Independent0187,1228
100_Independent0188,1224
100_Independent0189,1125
100_Independent0190,69
100_Independent0191,37
100_Independent0192,2
100_Independent0193,2
100_Independent0194,17
100_Independent0195,10
100_Independent0196,5
100_Independent0197,6
100_Independent0198,7
100_Independent0199,10
100_Independent0200,-1288
100_Independent0201,-1203
100_Independent0202,-1186
100_Independent0203,-1193
100_Independent0204,-1232
100_Independent0205,-1263
100_Independent0206,-1118
100_Independent0207,-1379
100_Independent0208,-1348
100_Independent0209,-1140
100_Independent0210,-2473
100_Independent0211,-2808
100_Independent0212,-2562
100_Independent0213,-2349
100_Independent0214,-2344
100_Independent0215,-2573
100_Independent0216,-2658
100_Independent0217,-2410
100_Independent0218,-2318
100_Independent0219,-1991
100_Independent0220,0
100_Independent0221,0
100_Independent0222,0
100_Independent0223,0
100_Independent0224,0
100_Independent0225,0
100_Independent0226,0
100_Independent0227,0
100_Independent0228,0
100_Independent0229,0
100_Independent0230,-1197
100_Independent0231,-1253
100_Independent0232,-1269
100_Independent0233,-1289
100_Independent0234,-1240
100_Independent0235,-1235
100_Independent0236,-1189
100_Independent0237,-1230
100_Independent0238,-1313
100_Independent0239,-1320
100_Independent0240,-2336
100_Independent0241,-2435
100_Independent0242,-2369
100_Independent0243,-2159
100_Independent0244,-2402
100_Independent0245,-2384
100_Independent0246,-2596
100_Independent0247,-2293
100_Independent0248,-2616
100_Independent0249,-2624
100_Independent0250,5086
100_Independent0251,4669
100_Independent0252,4956
100_Independent0253,5521
100_Independent0254,5385
100_Independent0255,5134
100_Independent0256,4960
100_Independent0257,5587
100_Independent0258,5265
100_Independent0259,5136
100_Independent0260,3591
100_Independent0261,4090
100_Independent0262,4128
100_Independent0263,3776
100_Independent0264,3666
100_Independent0265,4083
100_Independent0266,3844
100_Independent0267,3583
100_Independent0268,3540
100_Independent0269,3666
100_Independent0270,2677
100_Independent0271,2631
100_Independent0272,2505
100_Independent0273,2688
100_Independent0274,2716
100_Independent0275,2806
100_Independent0276,2531
100_Independent0277,2685
100_Independent0278,2510
100_Independent0279,2377
100_Independent0280,1322
100_Independent0281,1243
100_Independent0282,1300
100_Independent0283,1354
100_Independent0284,1354
100_Independent0285,1498
100_Independent0286,1307
100_Independent0287,1419
100_Independent0288,1450
100_Independent0289,1258
100_Independent0290,884
100_Independent0291,992
100_Independent0292,1101
100_Independent0293,1142
100_Independent0294,1200
100_Independent0295,1215
100_Independent0296,626
100_Independent0297,956
100_Independent0298,796
100_Independent0299,851
100_Independent0300,1091
100_Independent0301,992
100_Independent0302,1140
100_Independent0303,919
100_Independent0304,967
100_Independent0305,1201
100_Independent0306,1174
100_Independent0307,1032
100_Independent0308,1015
100_Independent0309,787
100_Independent0310,1033
100_Independent0311,861
100_Independent0312,1210
100_Independent0313,982
100_Independent0314,608
100_Independent0315,782
100_Independent0316,816
100_Independent0317,1020
100_Independent0318,884
100_Independent0319,1115
100_Independent0320,3907
100_Independent0321,3689
100_Independent0322,4037
100_Independent0323,3723
100_Independent0324,3461
100_Independent0325,3750
100_Independent0326,3799
100_Independent0327,3810
100_Independent0328,4219
100_Independent0329,3542
100_Independent0330,2636
100_Independent0331,2542
100_Independent0332,2522
100_Independent0333,2709
100_Independent0334,2627
100_Independent0335,2395
100_Independent0336,2631
100_Independent0337,2451
100_Independent0338,2496
100_Independent0339,2648
100_Independent0340,1280
100_Independent0341,1230
100_Independent0342,1302
100_Independent0343,1281
100_Independent0344,1300
100_Independent0345,1278
100_Independent0346,1376
100_Independent0347,1396
100_Independent0348,1274
100_Independent0349,1312
100_Independent0350,43
100_Independent0351,103
100_Independent0352,73
100_Independent0353,127
100_Independent0354,8
100_Independent0355,101
100_Independent0356,33
100_Independent0357,4
100_Independent0358,55
100_Independent0359,11
100_Independent0360,-344
100_Independent0361,-461
100_Independent0362,-449
100_Independent0363,-100
100_Independent0364,-418
100_Independent0365,-185
100_Independent0366,44
100_Independent0367,-268
100_Independent0368,-339
100_Independent0369,-274
100_Independent0370,-212
100_Independent0371,-433
100_Independent0372,-354
100_Independent0373,-234
100_Independent0374,-304
100_Independent0375,-707
100_Independent0376,-140
100_Independent0377,-208
100_Independent0378,-332
100_Independent0379,-349
100_Independent0380,2440
100_Independent0381,2540
100_Independent0382,2604
100_Independent0383,2491
100_Independent0384,2459
100_Independent0385,2609
100_Independent0386,2481
100_Independent0387,2437
100_Independent0388,2629
100_Independent0389,2433
100_Independent0390,1408
100_Independent0391,1367
100_Independent0392,1101
100_Independent0393,1319
100_Independent0394,1372
100_Independent0395,1153
100_Independent0396,1244
100_Independent0397,1260
100_Independent0398,1362
100_Independent0399,1101
100_Independent0400,88
100_Independent0401,115
100_Independent0402,66
100_Independent0403,110
100_Independent0404,34
100_Independent0405,159
100_Independent0406,37
100_Independent0407,11
100_Independent0408,22
100_Independent0409,38
100_Independent0410,-1202
100_Independent0411,-1060
100_Independent0412,-1247
100_Independent0413,-1431
100_Independent0414,-1085
100_Independent0415,-1115
100_Independent0416,-1105
100_Independent0417,-1212
100_Independent0418,-1225
100_Independent0419,-1056
100_Independent0420,-1571
100_Independent0421,-1358
100_Independent0422,-2009
100_Independent0423,-1541
100_Independent0424,-1536
100_Independent0425,-1469
100_Independent0426,-1831
100_Independent0427,-1727
100_Independent0428,-1499
100_Independent0429,-1589
100_Independent0430,1295
100_Independent0431,1390
100_Independent0432,1333
100_Independent0433,1219
100_Independent0434,1291
100_Independent0435,1393
100_Independent0436,1396
100_Independent0437,1321
100_Independent0438,1381
100_Independent0439,1352
100_Independent0440,10
100_Independent0441,64
100_Independent0442,17
100_Independent0443,91
100_Independent0444,44
100_Independent0445,43
100_Independent0446,37
100_Independent0447,42
100_Independent0448,44
100_Independent0449,8
100_Independent0450,-1231
100_Independent0451,-1323
100_Independent0452,-1348
100_Independent0453,-1264
100_Independent0454,-1142
100_Independent0455,-1113
100_Independent0456,-1351
100_Independent0457,-1306
100_Independent0458,-1365
100_Independent0459,-1193
100_Independent0460,-2370
100_Independent0461,-2576
100_Independent0462,-2529
100_Independent0463,-2415
100_Independent0464,-2073
100_Independent0465,-2541
100_Independent0466,-2574
100_Independent0467,-2378
100_Independent0468,-2405
100_Independent0469,-2412
100_Independent0470,2
100_Independent0471,5
100_Independent0472,25
100_Independent0473,9
100_Independent0474,0
100_Independent0475,9
100_Independent0476,33
100_Independent0477,27
100_Independent0478,6
100_Independent0479,4
100_Independent0480,-1208
100_Independent0481,-1269
100_Independent0482,-1299
100_Independent0483,-1152
100_Independent0484,-1203
100_Independent0485,-1169
100_Independent0486,-1342
100_Independent0487,-1250
100_Independent0488,-1085
100_Independent0489,-1197
100_Independent0490,-2582
100_Independent0491,-2397
100_Independent0492,-2699
100_Independent0493,-2275
100_Independent0494,-2414
100_Independent0495,-2578
100_Independent0496,-2392
100_Independent0497,-2395
100_Independent0498,-2496
100_Independent0499,-2568
100_Independent0500,5086
100_Independent0501,4785
100_Independent0502,5271
100_Independent0503,5199
100_Independent0504,5251
100_Independent0505,4871
100_Independent0506,4810
100_Independent0507,5108
100_Independent0508,5203
100_Independent0509,5237
100_Independent0510,3849
100_Independent0511,3799
100_Independent0512,3754
100_Independent0513,3812
100_Independent0514,3667
100_Independent0515,3974
100_Independent0516,4348
100_Independent0517,3907
100_Independent0518,3890
100_Independent0519,3858
100_Independent0520,2394
100_Independent0521,2479
100_Independent0522,2651
100_Independent0523,2489
100_Independent0524,2595
100_Independent0525,2562
100_Independent0526,2710
100_Independent0527,2450
100_Independent0528,2614
100_Independent0529,2509
100_Independent0530,2414
100_Independent0531,2053
100_Independent0532,2377
100_Independent0533,1977
100_Independent0534,1809
100_Independent0535,1831
100_Independent0536,2376
100_Independent0537,2039
100_Independent0538,1825
100_Independent0539,2268
100_Independent0540,1795
100_Independent0541,2124
100_Independent0542,2352
100_Independent0543,2162
100_Independent0544,1843
100_Independent0545,2151
100_Independent0546,1893
100_Independent0547,2134
100_Independent0548,2282
100_Independent0549,1996
100_Independent0550,1986
100_Independent0551,1453
100_Independent0552,2277
100_Independent0553,2387
100_Independent0554,2430
100_Independent0555,2435
100_Independent0556,2250
100_Independent0557,2024
100_Independent0558,1671
100_Independent0559,2388
100_Independent0560,2527
100_Independent0561,2322
100_Independent0562,2344
100_Independent0563,2448
100_Independent0564,1834
100_Independent0565,2302
100_Independent0566,1948
100_Independent0567,1901
100_Independent0568,2302
100_Independent0569,2330
100_Independent0570,3666
100_Independent0571,3996
100_Independent0572,3767
100_Independent0573,3628
100_Independent0574,3578
100_Independent0575,3890
100_Independent0576,3934
100_Independent0577,4104
100_Independent0578,4063
100_Independent0579,4343
100_Independent0580,2522
100_Independent0581,2606
100_Independent0582,2816
100_Independent0583,2709
100_Independent0584,2699
100_Independent0585,2627
100_Independent0586,2684
100_Independent0587,2502
100_Independent0588,2481
100_Independent0589,2600
100_Independent0590,1370
100_Independent0591,1284
100_Independent0592,1268
100_Independent0593,1473
100_Independent0594,1401
100_Independent0595,1373
100_Independent0596,1231
100_Independent0597,1463
100_Independent0598,1333
100_Independent0599,1490
100_Independent0600,1036
100_Independent0601,728
100_Independent0602,700
100_Independent0603,1139
100_Independent0604,952
100_Independent0605,1110
100_Independent0606,975
100_Independent0607,1157
100_Independent0608,1095
100_Independent0609,734
100_Independent0610,810
100_Independent0611,1015
100_Independent0612,940
100_Independent0613,489
100_Independent0614,1058
100_Independent0615,797
100_Independent0616,915
100_Independent0617,714
100_Independent0618,444
100_Independent0619,390
100_Independent0620,785
100_Independent0621,933
100_Independent0622,933
100_Independent0623,1051
100_Independent0624,639
100_Independent0625,294
100_Independent0626,1060
100_Independent0627,934
100_Independent0628,669
100_Independent0629,507
100_Independent0630,2650
100_Independent0631,2485
100_Independent0632,2697
100_Independent0633,2643
100_Independent0634,2519
100_Independent0635,2569
100_Independent0636,2506
100_Independent0637,2546
100_Independent0638,2273
100_Independent0639,2551
100_Independent0640,1299
100_Independent0641,1382
100_Independent0642,1155
100_Independent0643,1242
100_Independent0644,1327
100_Independent0645,1321
100_Independent0646,1189
100_Independent0647,1376
100_Independent0648,1179
100_Independent0649,1375
100_Independent0650,25
100_Independent0651,45
100_Independent0652,47
100_Independent0653,48
100_Independent0654,62
100_Independent0655,33
100_Independent0656,66
100_Independent0657,49
100_Independent0658,43
100_Independent0659,84
100_Independent0660,-69
100_Independent0661,-423
100_Independent0662,-159
100_Independent0663,-38
100_Independent0664,-671
100_Independent0665,-277
100_Independent0666,-125
100_Independent0667,-358
100_Independent0668,-209
100_Independent0669,-186
100_Independent0670,-256
100_Independent0671,-841
100_Independent0672,-255
100_Independent0673,-710
100_Independent0674,-669
100_Independent0675,-285
100_Independent0676,-305
100_Independent0677,-753
100_Independent0678,-290
100_Independent0679,-683
100_Independent0680,1264
100_Independent0681,1268
100_Independent0682,1203
100_Independent0683,1286
100_Independent0684,1283
100_Independent0685,1291
100_Independent0686,1221
100_Independent0687,1302
100_Independent0688,1254
100_Independent0689,1273
100_Independent0690,94
100_Independent0691,54
100_Independent0692,14
100_Independent0693,38
100_Independent0694,31
100_Independent0695,141
100_Independent0696,12
100_Independent0697,113
100_Independent0698,15
100_Independent0699,58
100_Independent0700,-1087
100_Independent0701,-1065
100_Independent0702,-1126
100_Independent0703,-1172
100_Independent0704,-1172
100_Independent0705,-1128
100_Independent0706,-1188
100_Independent0707,-1192
100_Independent0708,-1120
100_Independent0709,-1333
100_Independent0710,-1911
100_Independent0711,-1404
100_Independent0712,-1570
100_Independent0713,-1311
100_Independent0714,-1612
100_Independent0715,-1409
100_Independent0716,-1402
100_Independent0717,-1860
100_Independent0718,-1481
100_Independent0719,-1931
100_Independent0720,41
100_Independent0721,9
100_Independent0722,12
100_Independent0723,4
100_Independent0724,51
100_Independent0725,60
100_Independent0726,2
100_Independent0727,23
100_Independent0728,4
100_Independent0729,7
100_Independent0730,-1195
100_Independent0731,-988
100_Independent0732,-1210
100_Independent0733,-1165
100_Independent0734,-1280
100_Independent0735,-1243
100_Independent0736,-1191
100_Independent0737,-1324
100_Independent0738,-1178
100_Independent0739,-1337
100_Independent0740,-2225
100_Independent0741,-2603
100_Independent0742,-2851
100_Independent0743,-2212
100_Independent0744,-2564
100_Independent0745,-2512
100_Independent0746,-2430
100_Independent0747,-2349
100_Independent0748,-2670
100_Independent0749,-2544
100_Independent0750,5181
100_Independent0751,5204
100_Independent0752,5000
100_Independent0753,4798
100_Independent0754,5411
100_Independent0755,4723
100_Independent0756,5174
100_Independent0757,5567
100_Independent0758,5728
100_Independent0759,5502
100_Independent0760,4125
100_Independent0761,3977
100_Independent0762,3980
100_Independent0763,3951
100_Independent0764,4025
100_Independent0765,4018
100_Independent0766,3838
100_Independent0767,3933
100_Independent0768,3610
100_Independent0769,3708
100_Independent0770,3638
100_Independent0771,3484
100_Independent0772,3527
100_Independent0773,3825
100_Independent0774,3399
100_Independent0775,3958
100_Independent0776,3746
100_Independent0777,3523
100_Independent0778,3272
100_Independent0779,3337
100_Independent0780,3579
100_Independent0781,3601
100_Independent0782,3404
100_Independent0783,3416
100_Independent0784,3025
100_Independent0785,2977
100_Independent0786,3265
100_Independent0787,2692
100_Independent0788,3248
100_Independent0789,3375
100_Independent0790,3283
100_Independent0791,3604
100_Independent0792,3435
100_Independent0793,3246
100_Independent0794,3925
100_Independent0795,3544
100_Independent0796,3041
100_Independent0797,3718
100_Independent0798,3461
100_Independent0799,3686
100_Independent0800,3133
100_Independent0801,3366
100_Independent0802,3053
100_Independent0803,3709
100_Independent0804,3350
100_Independent0805,3435
100_Independent0806,3351
100_Independent0807,3416
100_Independent0808,3612
100_Independent0809,2818
100_Independent0810,3011
100_Independent0811,4122
100_Independent0812,3268
100_Independent0813,3648
100_Independent0814,3414
100_Independent0815,3665
100_Independent0816,3462
100_Independent0817,2628
100_Independent0818,2784
100_Independent0819,3335
100_Independent0820,3696
100_Independent0821,4207
100_Independent0822,4188
100_Independent0823,3921
100_Independent0824,3780
100_Independent0825,3583
100_Independent0826,3721
100_Independent0827,4084
100_Independent0828,3784
100_Independent0829,3834
100_Independent0830,2604
100_Independent0831,2769
100_Independent0832,2607
100_Independent0833,2407
100_Independent0834,2749
100_Independent0835,2578
100_Independent0836,2517
100_Independent0837,2760
100_Independent0838,2517
100_Independent0839,2639
100_Independent0840,2382
100_Independent0841,1979
100_Independent0842,1793
100_Independent0843,2514
100_Independent0844,2332
100_Independent0845,1919
100_Independent0846,2229
100_Independent0847,2206
100_Independent0848,1907
100_Independent0849,2523
100_Independent0850,1893
100_Independent0851,2187
100_Independent0852,2619
100_Independent0853,2050
100_Independent0854,2617
100_Independent0855,1616
100_Independent0856,2332
100_Independent0857,2387
100_Independent0858,1833
100_Independent0859,2134
100_Independent0860,2386
100_Independent0861,1611
100_Independent0862,2039
100_Independent0863,1726
100_Independent0864,2103
100_Independent0865,2284
100_Independent0866,1837
100_Independent0867,1966
100_Independent0868,2074
100_Independent0869,2155
100_Independent0870,2231
100_Independent0871,2131
100_Independent0872,2013
100_Independent0873,1953
100_Independent0874,1423
100_Independent0875,1988
100_Independent0876,2282
100_Independent0877,1189
100_Independent0878,2349
100_Independent0879,2107
100_Independent0880,2718
100_Independent0881,2551
100_Independent0882,2471
100_Independent0883,2173
100_Independent0884,2543
100_Independent0885,2615
100_Independent0886,2562
100_Independent0887,2390
100_Independent0888,2610
100_Independent0889,2727
100_Independent0890,1453
100_Independent0891,1180
100_Independent0892,1333
100_Independent0893,1320
100_Independent0894,1336
100_Independent0895,1398
100_Independent0896,1520
100_Independent0897,1264
100_Independent0898,1509
100_Independent0899,1386
100_Independent0900,800
100_Independent0901,1288
100_Independent0902,932
100_Independent0903,709
100_Independent0904,763
100_Independent0905,1290
100_Independent0906,1248
100_Independent0907,939
100_Independent0908,1007
100_Independent0909,1035
100_Independent0910,556
100_Independent0911,923
100_Independent0912,1417
100_Independent0913,1116
100_Independent0914,568
100_Independent0915,1003
100_Independent0916,987
100_Independent0917,673
100_Independent0918,101
100_Independent0919,1119
100_Independent0920,375
100_Independent0921,1299
100_Independent0922,1160
100_Independent0923,569
100_Independent0924,404
100_Independent0925,1283
100_Independent0926,628
100_Independent0927,1459
100_Independent0928,1011
100_Independent0929,693
100_Independent0930,1401
100_Independent0931,1380
100_Independent0932,1511
100_Independent0933,1442
100_Independent0934,1470
100_Independent0935,1486
100_Independent0936,1490
100_Independent0937,1176
100_Independent0938,1517
100_Independent0939,1316
100_Independent0940,17
100_Independent0941,29
100_Independent0942,36
100_Independent0943,39
100_Independent0944,74
100_Independent0945,190
100_Independent0946,42
100_Independent0947,147
100_Independent0948,395
100_Independent0949,55
100_Independent0950,-143
100_Independent0951,-395
100_Independent0952,-169
100_Independent0953,-486
100_Independent0954,-89
100_Independent0955,-249
100_Independent0956,-533
100_Independent0957,-32
100_Independent0958,-1
100_Independent0959,-345
100_Independent0960,-193
100_Independent0961,-419
100_Independent0962,-617
100_Independent0963,-437
100_Independent0964,-765
100_Independent0965,-233
100_Independent0966,-40
100_Independent0967,-32
100_Independent0968,-255
100_Independent0969,-98
100_Independent0970,62
100_Independent0971,28
100_Independent0972,171
100_Independent0973,38
100_Independent0974,43
100_Independent0975,172
100_Independent0976,370
100_Independent0977,60
100_Independent0978,19
100_Independent0979,44
100_Independent0980,-1172
100_Independent0981,-974
100_Independent0982,-1019
100_Independent0983,-936
100_Independent0984,-1022
100_Independent0985,-1237
100_Independent0986,-974
100_Independent0987,-1222
100_Independent0988,-1019
100_Independent0989,-1224
100_Independent0990,-1625
100_Independent0991,-2341
100_Independent0992,-1447
100_Independent0993,-1832
100_Independent0994,-1445
100_Independent0995,-1565
100_Independent0996,-1318
100_Independent0997,-2423
100_Independent0998,-1357
100_Independent0999,-1497
100_Independent1000,5795
100_Independent1001,5649
100_Independent1002,5466
100_Independent1003,5868
100_Independent1004,5959
100_Independent1005,4963
100_Independent1006,5711
100_Independent1007,5279
100_Independent1008,5443
100_Independent1009,5592
100_Independent1010,4403
100_Independent1011,4501
100_Independent1012,4946
100_Independent1013,4618
100_Independent1014,4701
100_Independent1015,4779
100_Independent1016,4928
100_Independent1017,4188
100_Independent1018,5036
100_Independent1019,4860
100_Independent1020,4554
100_Independent1021,4699
100_Independent1022,4642
100_Independent1023,4156
100_Independent1024,4445
100_Independent1025,4406
100_Independent1026,5320
100_Independent1027,4758
100_Independent1028,4881
100_Independent1029,4673
100_Independent1030,4364
100_Independent1031,4465
100_Independent1032,5756
100_Independent1033,4359
100_Independent1034,4839
100_Independent1035,5110
100_Independent1036,5403
100_Independent1037,3796
100_Independent1038,5135
100_Independent1039,4257
100_Independent1040,4756
100_Independent1041,4736
100_Independent1042,3988
100_Independent1043,5141
100_Independent1044,4746
100_Independent1045,4315
100_Independent1046,4865
100_Independent1047,4750
100_Independent1048,4229
100_Independent1049,4442
100_Independent1050,3786
100_Independent1051,5028
100_Independent1052,4558
100_Independent1053,3729
100_Independent1054,4864
100_Independent1055,4148
100_Independent1056,4858
100_Independent1057,4614
100_Independent1058,4430
100_Independent1059,4319
100_Independent1060,4852
100_Independent1061,3439
100_Independent1062,4405
100_Independent1063,4509
100_Independent1064,4024
100_Independent1065,4013
100_Independent1066,4493
100_Independent1067,4290
100_Independent1068,4430
100_Independent1069,3310
100_Independent1070,3485
100_Independent1071,4114
100_Independent1072,4304
100_Independent1073,3928
100_Independent1074,4624
100_Independent1075,4739
100_Independent1076,3600
100_Independent1077,4225
100_Independent1078,4051
100_Independent1079,4426
100_Independent1080,3962
100_Independent1081,4107
100_Independent1082,3524
100_Independent1083,3512
100_Independent1084,3425
100_Independent1085,3768
100_Independent1086,3813
100_Independent1087,3536
100_Independent1088,3982
100_Independent1089,3677
100_Independent1090,3211
100_Independent1091,3377
100_Independent1092,3150
100_Independent1093,3126
100_Independent1094,3161
100_Independent1095,3239
100_Independent1096,3044
100_Independent1097,3005
100_Independent1098,3328
100_Independent1099,3907
100_Independent1100,3176
100_Independent1101,2836
100_Independent1102,3044
100_Independent1103,3050
100_Independent1104,3442
100_Independent1105,3468
100_Independent1106,3475
100_Independent1107,2933
100_Independent1108,3316
100_Independent1109,3391
100_Independent1110,3806
100_Independent1111,3833
100_Independent1112,3260
100_Independent1113,3370
100_Independent1114,3026
100_Independent1115,3291
100_Independent1116,3613
100_Independent1117,3385
100_Independent1118,3103
100_Independent1119,3009
100_Independent1120,3207
100_Independent1121,3626
100_Independent1122,2966
100_Independent1123,3483
100_Independent1124,3192
100_Independent1125,3192
100_Independent1126,3034
100_Independent1127,3943
100_Independent1128,2719
100_Independent1129,2028
100_Independent1130,2673
100_Independent1131,2696
100_Independent1132,2905
100_Independent1133,3271
100_Independent1134,2962
100_Independent1135,2996
100_Independent1136,2838
100_Independent1137,2513
100_Independent1138,2629
100_Independent1139,2937
100_Independent1140,2390
100_Independent1141,2175
100_Independent1142,2522
100_Independent1143,2081
100_Independent1144,2266
100_Independent1145,2171
100_Independent1146,2110
100_Independent1147,2284
100_Independent1148,1965
100_Independent1149,2394
100_Independent1150,1730
100_Independent1151,1972
100_Independent1152,2162
100_Independent1153,2401
100_Independent1154,1581
100_Independent1155,2116
100_Independent1156,1918
100_Independent1157,2202
100_Independent1158,2354
100_Independent1159,2473
100_Independent1160,1163
100_Independent1161,2226
100_Independent1162,2000
100_Independent1163,2171
100_Independent1164,1845
100_Independent1165,1925
100_Independent1166,2016
100_Independent1167,1825
100_Independent1168,1014
100_Independent1169,2370
100_Independent1170,2154
100_Independent1171,1939
100_Independent1172,2201
100_Independent1173,2368
100_Independent1174,1858
100_Independent1175,2357
100_Independent1176,1564
100_Independent1177,1521
100_Independent1178,2310
100_Independent1179,2068
100_Independent1180,1478
100_Independent1181,1527
100_Independent1182,1618
100_Independent1183,1317
100_Independent1184,1475
100_Independent1185,1337
100_Independent1186,1615
100_Independent1187,1966
100_Independent1188,1746
100_Independent1189,1574
100_Independent1190,966
100_Independent1191,1010
100_Independent1192,846
100_Independent1193,694
100_Independent1194,1187
100_Independent1195,1199
100_Independent1196,889
100_Independent1197,1227
100_Independent1198,1224
100_Independent1199,1019
100_Independent1200,1192
100_Independent1201,668
100_Independent1202,818
100_Independent1203,876
100_Independent1204,974
100_Independent1205,945
100_Independent1206,780
100_Independent1207,1249
100_Independent1208,928
100_Independent1209,799
100_Independent1210,705
100_Independent1211,505
100_Independent1212,843
100_Independent1213,1267
100_Independent1214,269
100_Independent1215,795
100_Independent1216,608
100_Independent1217,985
100_Independent1218,716
100_Independent1219,1003
100_Independent1220,343
100_Independent1221,436
100_Independent1222,206
100_Independent1223,690
100_Independent1224,169
100_Independent1225,276
100_Independent1226,155
100_Independent1227,502
100_Independent1228,236
100_Independent1229,653
100_Independent1230,-164
100_Independent1231,-270
100_Independent1232,-117
100_Independent1233,-211
100_Independent1234,-88
100_Independent1235,-137
100_Independent1236,-381
100_Independent1237,-271
100_Independent1238,-392
100_Independent1239,-89
100_Independent1240,-335
100_Independent1241,-70
100_Independent1242,-505
100_Independent1243,-85
100_Independent1244,-351
100_Independent1245,-664
100_Independent1246,-203
100_Independent1247,-529
100_Independent1248,-782
100_Independent1249,-414
100_Independent1250,6629
100_Independent1251,6085
100_Independent1252,5517
100_Independent1253,6683
100_Independent1254,6482
100_Independent1255,7150
100_Independent1256,6399
100_Independent1257,6567
100_Independent1258,6673
100_Independent1259,5987
100_Independent1260,6051
100_Independent1261,6288
100_Independent1262,6395
100_Independent1263,5324
100_Independent1264,6021
100_Independent1265,5854
100_Independent1266,6015
100_Independent1267,6174
100_Independent1268,6633
100_Independent1269,5745
100_Independent1270,5881
100_Independent1271,5976
100_Independent1272,6106
100_Independent1273,5809
100_Independent1274,6310
100_Independent1275,5472
100_Independent1276,5878
